date,prices_M0,prices_M1,prices_M2,prices_M3,prices_M4,prices_M5,prices_M6,prices_M7,prices_M8,prices_M9,prices_M10,spreads_M0,spreads_M1,spreads_M2,spreads_M3,spreads_M4,spreads_M5,spreads_M6,spreads_M7,spreads_M8,spreads_M9,spreads_M10,oi_M0,oi_M1,oi_M2,oi_M3,oi_M4,oi_M5,oi_M6,oi_M7,oi_M8,oi_M9,oi_M10,volume_M0,volume_M1,volume_M2,volume_M3,volume_M4,volume_M5,volume_M6,volume_M7,volume_M8,volume_M9,volume_M10,label_M0,label_M1,label_M2,label_M3,label_M4,label_M5,label_M6,label_M7,label_M8,label_M9,label_M10
2022-08-30,91.64,91.17,90.46,89.53,88.47,87.45,86.49,85.59,84.74,83.94,,0.0,-0.46999999999999886,-1.1800000000000068,-2.1099999999999994,-3.1700000000000017,-4.189999999999998,-5.150000000000006,-6.049999999999997,-6.900000000000006,-7.700000000000003,,218174.0,140505.0,196312.0,80477.0,54463.0,56060.0,39240.0,35579.0,115826.0,28143.0,,386272.0,120370.0,136392.0,46849.0,30496.0,31394.0,15041.0,9164.0,36865.0,3269.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-08-31,89.55,89.03,88.31,87.52,86.67,85.84,85.03,84.26,83.54,82.83,,0.0,-0.519999999999996,-1.2399999999999949,-2.030000000000001,-2.8799999999999955,-3.7099999999999937,-4.519999999999996,-5.289999999999992,-6.009999999999991,-6.719999999999999,,210363.0,145830.0,194080.0,78678.0,54283.0,59031.0,40045.0,35606.0,116093.0,27971.0,,344147.0,99454.0,113904.0,35893.0,22684.0,30277.0,9774.0,7067.0,34296.0,4381.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-01,86.61,86.22,85.66,84.99,84.24,83.47,82.72,82.0,81.3,80.62,,0.0,-0.39000000000000057,-0.9500000000000028,-1.6200000000000045,-2.3700000000000045,-3.1400000000000006,-3.8900000000000006,-4.609999999999999,-5.310000000000002,-5.989999999999995,,205485.0,147835.0,199914.0,76136.0,52288.0,58390.0,40020.0,35443.0,116141.0,27971.0,,305106.0,85175.0,105495.0,35260.0,25332.0,26364.0,9085.0,7136.0,37033.0,5649.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-02,86.87,86.48,85.9,85.19,84.41,83.63,82.88,82.16,81.46,80.76,,0.0,-0.39000000000000057,-0.9699999999999989,-1.6800000000000068,-2.460000000000008,-3.240000000000009,-3.990000000000009,-4.710000000000008,-5.410000000000011,-6.109999999999999,,202216.0,151031.0,199195.0,73734.0,51436.0,58062.0,41224.0,34844.0,117946.0,29065.0,,277533.0,81800.0,91444.0,34420.0,26228.0,29389.0,13365.0,12239.0,41114.0,7707.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-06,86.88,86.51,86.03,85.43,84.74,84.0,83.28,82.57,81.86,81.17,,0.0,-0.36999999999999034,-0.8499999999999943,-1.4499999999999886,-2.1400000000000006,-2.8799999999999955,-3.5999999999999943,-4.310000000000002,-5.019999999999996,-5.709999999999994,,197070.0,156189.0,203703.0,71508.0,54387.0,58351.0,42134.0,35384.0,117295.0,29459.0,,420255.0,104656.0,119457.0,41690.0,32768.0,37957.0,13848.0,9174.0,46875.0,3569.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-07,81.94,81.63,81.25,80.75,80.2,79.62,79.03,78.44,77.85,77.26,,0.0,-0.3100000000000023,-0.6899999999999977,-1.1899999999999977,-1.7399999999999949,-2.319999999999993,-2.9099999999999966,-3.5,-4.090000000000003,-4.679999999999993,,198272.0,167381.0,215227.0,71607.0,57787.0,59541.0,40131.0,36754.0,119235.0,29595.0,,380781.0,123247.0,139581.0,48563.0,29510.0,34433.0,12058.0,11123.0,52923.0,4886.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-08,83.54,83.07,82.46,81.8,81.14,80.46,79.8,79.17,78.52,77.89,,0.0,-0.4700000000000131,-1.0800000000000125,-1.740000000000009,-2.4000000000000057,-3.0800000000000125,-3.740000000000009,-4.3700000000000045,-5.02000000000001,-5.650000000000006,,174186.0,173824.0,217992.0,74560.0,60687.0,61426.0,41308.0,37317.0,118159.0,29710.0,,342763.0,131421.0,112607.0,49232.0,27909.0,34461.0,15377.0,14003.0,32195.0,3648.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-09,86.79,86.36,85.75,85.05,84.33,83.6,82.89,82.21,81.52,80.85,,0.0,-0.4300000000000068,-1.0400000000000063,-1.740000000000009,-2.460000000000008,-3.190000000000012,-3.9000000000000057,-4.5800000000000125,-5.27000000000001,-5.940000000000012,,152567.0,182095.0,218159.0,73704.0,60054.0,61665.0,43292.0,35875.0,118431.0,29241.0,,305188.0,139120.0,95744.0,39046.0,23795.0,32180.0,11611.0,13146.0,30737.0,2468.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-12,87.78,87.41,86.86,86.21,85.51,84.81,84.12,83.43,82.74,82.05,,0.0,-0.37000000000000455,-0.9200000000000017,-1.5700000000000074,-2.269999999999996,-2.969999999999999,-3.6599999999999966,-4.349999999999994,-5.040000000000006,-5.730000000000004,,131037.0,198477.0,228075.0,71628.0,58604.0,61766.0,44221.0,33973.0,118123.0,29749.0,,275104.0,133775.0,100625.0,31575.0,24205.0,29753.0,12356.0,11660.0,28200.0,4001.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-13,87.31,86.89,86.25,85.5,84.75,84.03,83.35,82.69,82.03,81.38,,0.0,-0.4200000000000017,-1.0600000000000023,-1.8100000000000023,-2.5600000000000023,-3.280000000000001,-3.960000000000008,-4.6200000000000045,-5.280000000000001,-5.930000000000007,,107650.0,210070.0,232992.0,73047.0,61530.0,62824.0,44123.0,33916.0,119688.0,29760.0,,347998.0,183479.0,128535.0,44764.0,29316.0,41037.0,12697.0,9231.0,38527.0,3724.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-14,88.48,88.05,87.36,86.5,85.61,84.73,83.91,83.15,82.41,81.7,,0.0,-0.4300000000000068,-1.1200000000000045,-1.980000000000004,-2.8700000000000045,-3.75,-4.570000000000007,-5.329999999999998,-6.070000000000007,-6.780000000000001,,79882.0,225417.0,236036.0,76684.0,60768.0,65535.0,46347.0,33612.0,118341.0,29691.0,,335381.0,208022.0,131557.0,47426.0,26866.0,41177.0,14477.0,10749.0,45496.0,3660.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-15,85.1,84.65,83.9,82.96,82.02,81.13,80.32,79.58,78.89,78.24,,0.0,-0.44999999999998863,-1.1999999999999886,-2.1400000000000006,-3.0799999999999983,-3.969999999999999,-4.780000000000001,-5.519999999999996,-6.209999999999994,-6.859999999999999,,56335.0,238987.0,236330.0,76153.0,60640.0,67630.0,46672.0,33223.0,117616.0,29848.0,,235358.0,182292.0,107455.0,34992.0,20331.0,34783.0,12520.0,7760.0,38930.0,3090.0,,V,X,Z,F,G,H,J,K,M,N,None
2022-09-16,84.76,84.07,83.16,82.2,81.27,80.39,79.58,78.84,78.14,76.34,,0.0,-0.6900000000000119,-1.6000000000000085,-2.5600000000000023,-3.490000000000009,-4.3700000000000045,-5.180000000000007,-5.920000000000002,-6.6200000000000045,-8.420000000000002,,243343.0,240333.0,78398.0,58823.0,70973.0,46700.0,33198.0,117853.0,30023.0,24667.0,,231143.0,93630.0,41085.0,23475.0,35933.0,12694.0,7759.0,27043.0,3406.0,1101.0,,X,Z,F,G,H,J,K,M,N,V,None
2022-09-19,85.36,84.61,83.68,82.69,81.71,80.81,79.98,79.22,78.5,76.63,,0.0,-0.75,-1.6799999999999926,-2.6700000000000017,-3.6500000000000057,-4.549999999999997,-5.3799999999999955,-6.140000000000001,-6.859999999999999,-8.730000000000004,,252073.0,243125.0,79677.0,59334.0,72896.0,45494.0,33235.0,118190.0,30301.0,24722.0,,262902.0,91590.0,37771.0,17887.0,27541.0,9676.0,7238.0,27652.0,3065.0,787.0,,X,Z,F,G,H,J,K,M,N,V,None
2022-09-20,83.94,83.28,82.37,81.37,80.39,79.48,78.66,77.89,77.17,75.26,,0.0,-0.6599999999999966,-1.5699999999999932,-2.569999999999993,-3.549999999999997,-4.459999999999994,-5.280000000000001,-6.049999999999997,-6.769999999999996,-8.679999999999993,,259941.0,243388.0,84094.0,58563.0,71810.0,46038.0,33540.0,117437.0,30441.0,24706.0,,279813.0,106268.0,47917.0,20148.0,29217.0,10466.0,6867.0,30515.0,4192.0,789.0,,X,Z,F,G,H,J,K,M,N,V,None
2022-09-21,82.94,82.43,81.62,80.68,79.74,78.85,78.03,77.26,76.54,74.61,,0.0,-0.5099999999999909,-1.3199999999999932,-2.259999999999991,-3.200000000000003,-4.090000000000003,-4.909999999999997,-5.679999999999993,-6.3999999999999915,-8.329999999999998,,261666.0,241461.0,85176.0,65113.0,71915.0,47308.0,33630.0,118264.0,30458.0,24795.0,,339683.0,144129.0,59914.0,36086.0,37520.0,16289.0,7964.0,35153.0,5029.0,1122.0,,X,Z,F,G,H,J,K,M,N,V,None
2022-09-22,83.49,83.03,82.27,81.33,80.39,79.51,78.7,77.94,77.21,,,0.0,-0.45999999999999375,-1.2199999999999989,-2.1599999999999966,-3.0999999999999943,-3.9799999999999898,-4.789999999999992,-5.549999999999997,-6.280000000000001,,,261864.0,236911.0,90029.0,68731.0,73077.0,46068.0,35246.0,118938.0,30672.0,,,303492.0,121080.0,60222.0,35496.0,42196.0,15261.0,7751.0,37848.0,5206.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-09-23,78.74,78.25,77.53,76.73,75.95,75.22,74.54,73.88,73.27,,,0.0,-0.4899999999999949,-1.2099999999999937,-2.009999999999991,-2.789999999999992,-3.519999999999996,-4.199999999999989,-4.859999999999999,-5.469999999999999,,,271362.0,241851.0,90597.0,72887.0,74247.0,48476.0,34540.0,118373.0,30515.0,,,334271.0,143233.0,65373.0,28517.0,34965.0,15350.0,8320.0,47048.0,7566.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-09-26,76.71,76.18,75.45,74.61,73.81,73.09,72.42,71.79,71.21,,,0.0,-0.5299999999999869,-1.259999999999991,-2.0999999999999943,-2.8999999999999915,-3.6199999999999903,-4.289999999999992,-4.9199999999999875,-5.5,,,262599.0,239417.0,90982.0,74125.0,75931.0,48542.0,35213.0,118383.0,31557.0,,,280927.0,106229.0,43303.0,17539.0,23381.0,9130.0,7306.0,32867.0,4892.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-09-27,78.5,77.81,76.93,75.98,75.08,74.23,73.44,72.69,72.03,,,0.0,-0.6899999999999977,-1.5699999999999932,-2.519999999999996,-3.4200000000000017,-4.269999999999996,-5.060000000000002,-5.810000000000002,-6.469999999999999,,,253409.0,236003.0,89360.0,75517.0,72513.0,51805.0,34280.0,117928.0,32552.0,,,283614.0,123816.0,68413.0,30849.0,41737.0,17086.0,7324.0,43579.0,5948.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-09-28,82.15,81.24,80.2,79.09,78.02,77.05,76.18,75.38,74.66,,,0.0,-0.9100000000000108,-1.9500000000000028,-3.0600000000000023,-4.13000000000001,-5.1000000000000085,-5.969999999999999,-6.77000000000001,-7.490000000000009,,,244046.0,238153.0,90116.0,77795.0,73677.0,46913.0,33524.0,116049.0,34069.0,,,324678.0,156305.0,72314.0,30024.0,42994.0,24369.0,17045.0,55161.0,10549.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-09-29,81.23,80.42,79.42,78.3,77.21,76.22,75.34,74.53,73.79,,,0.0,-0.8100000000000023,-1.8100000000000023,-2.930000000000007,-4.02000000000001,-5.010000000000005,-5.890000000000001,-6.700000000000003,-7.439999999999998,,,234742.0,238985.0,90267.0,79263.0,76570.0,45504.0,34087.0,115000.0,34138.0,,,286126.0,127461.0,64123.0,25841.0,32851.0,16421.0,7759.0,35081.0,4795.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-09-30,79.49,78.72,77.75,76.63,75.57,74.61,73.77,73.0,72.3,,,0.0,-0.769999999999996,-1.7399999999999949,-2.8599999999999994,-3.9200000000000017,-4.8799999999999955,-5.719999999999999,-6.489999999999995,-7.189999999999998,,,234210.0,238515.0,94577.0,81957.0,77458.0,45574.0,34756.0,114469.0,34076.0,,,253154.0,95337.0,58103.0,29143.0,28044.0,13147.0,10288.0,31748.0,5091.0,,,X,Z,F,G,H,J,K,M,N,None,None
2022-10-03,83.63,82.7,81.38,79.96,78.66,77.52,76.53,75.67,74.89,73.54,,0.0,-0.9299999999999926,-2.25,-3.6700000000000017,-4.969999999999999,-6.109999999999999,-7.099999999999994,-7.959999999999994,-8.739999999999995,-10.08999999999999,,226875.0,241667.0,95918.0,81480.0,80320.0,46287.0,34732.0,114297.0,34249.0,39514.0,,287168.0,135992.0,77504.0,35152.0,41892.0,18382.0,11122.0,43164.0,7434.0,8600.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-04,86.52,85.5,84.17,82.71,81.37,80.18,79.13,78.21,77.37,75.93,,0.0,-1.019999999999996,-2.3499999999999943,-3.8100000000000023,-5.1499999999999915,-6.339999999999989,-7.390000000000001,-8.310000000000002,-9.149999999999991,-10.58999999999999,,217205.0,237342.0,102716.0,80347.0,81979.0,46910.0,34902.0,115021.0,35098.0,40774.0,,302549.0,156003.0,76266.0,33710.0,39491.0,19850.0,12663.0,43692.0,6008.0,8026.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-05,87.76,86.84,85.7,84.42,83.19,82.04,81.02,80.1,79.26,77.8,,0.0,-0.9200000000000017,-2.0600000000000023,-3.3400000000000034,-4.570000000000007,-5.719999999999999,-6.740000000000009,-7.660000000000011,-8.5,-9.960000000000008,,212728.0,240501.0,111423.0,80379.0,83648.0,46517.0,34726.0,117902.0,35013.0,41297.0,,329790.0,160028.0,87019.0,39515.0,45674.0,16195.0,10395.0,48838.0,4283.0,7894.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-06,88.45,87.59,86.51,85.3,84.15,83.08,82.1,81.2,80.37,78.91,,0.0,-0.8599999999999994,-1.9399999999999977,-3.1500000000000057,-4.299999999999997,-5.3700000000000045,-6.3500000000000085,-7.25,-8.079999999999998,-9.540000000000006,,208192.0,244243.0,117733.0,78392.0,81806.0,47253.0,35233.0,119594.0,35400.0,42105.0,,235296.0,108486.0,53307.0,28287.0,32770.0,11971.0,6029.0,29338.0,3938.0,4600.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-07,92.64,91.35,89.85,88.3,86.85,85.58,84.48,83.49,82.57,80.95,,0.0,-1.2900000000000063,-2.7900000000000063,-4.340000000000003,-5.790000000000006,-7.060000000000002,-8.159999999999997,-9.150000000000006,-10.070000000000007,-11.689999999999998,,187667.0,247259.0,117237.0,76877.0,88254.0,48005.0,37147.0,122289.0,36906.0,42166.0,,429162.0,242273.0,107462.0,40602.0,50462.0,21848.0,17522.0,47128.0,8973.0,7065.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-10,91.13,89.84,88.4,86.88,85.43,84.16,83.07,82.11,81.23,79.69,,0.0,-1.289999999999992,-2.7299999999999898,-4.25,-5.699999999999989,-6.969999999999999,-8.060000000000002,-9.019999999999996,-9.899999999999991,-11.439999999999998,,169108.0,244365.0,123066.0,78134.0,88804.0,47743.0,36843.0,120121.0,36947.0,41989.0,,289508.0,156087.0,61686.0,19648.0,36983.0,11093.0,8804.0,26688.0,3842.0,4825.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-11,89.35,87.97,86.56,85.1,83.68,82.39,81.28,80.29,79.4,77.9,,0.0,-1.3799999999999955,-2.789999999999992,-4.25,-5.6699999999999875,-6.959999999999994,-8.069999999999993,-9.059999999999988,-9.949999999999989,-11.449999999999989,,153454.0,254620.0,122906.0,77951.0,91135.0,47614.0,38196.0,118608.0,36720.0,42274.0,,333158.0,187518.0,81904.0,28908.0,41032.0,15780.0,13166.0,32094.0,4986.0,5239.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-12,87.27,86.06,84.74,83.35,82.04,80.85,79.82,78.9,78.07,76.63,,0.0,-1.2099999999999937,-2.530000000000001,-3.9200000000000017,-5.22999999999999,-6.420000000000002,-7.450000000000003,-8.36999999999999,-9.200000000000003,-10.64,,119300.0,261081.0,122912.0,78588.0,92511.0,48275.0,38409.0,120616.0,38800.0,42383.0,,332271.0,211342.0,102013.0,49965.0,42630.0,18438.0,18374.0,48989.0,9403.0,9676.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-13,89.11,87.95,86.65,85.25,83.9,82.66,81.59,80.63,79.76,78.2,,0.0,-1.1599999999999966,-2.4599999999999937,-3.8599999999999994,-5.209999999999994,-6.450000000000003,-7.519999999999996,-8.480000000000004,-9.349999999999994,-10.909999999999997,,98028.0,272193.0,125518.0,73455.0,90569.0,50149.0,38842.0,120811.0,38917.0,42188.0,,298032.0,185657.0,69804.0,31757.0,33747.0,16644.0,11768.0,33467.0,4304.0,4864.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-14,85.61,84.65,83.55,82.29,81.08,79.98,79.03,78.19,77.41,76.02,,0.0,-0.9599999999999937,-2.0600000000000023,-3.319999999999993,-4.530000000000001,-5.6299999999999955,-6.579999999999998,-7.420000000000002,-8.200000000000003,-9.590000000000003,,79687.0,282099.0,128832.0,71266.0,91010.0,50261.0,39317.0,121831.0,37802.0,42632.0,,237026.0,161127.0,70611.0,38656.0,40435.0,14888.0,7259.0,33464.0,6746.0,5639.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-17,85.46,84.53,83.51,82.31,81.14,80.07,79.16,78.35,77.59,76.25,,0.0,-0.9299999999999926,-1.9499999999999886,-3.1499999999999915,-4.319999999999993,-5.390000000000001,-6.299999999999997,-7.109999999999999,-7.86999999999999,-9.209999999999994,,51122.0,291844.0,130787.0,70898.0,92717.0,51753.0,40807.0,122548.0,38169.0,42654.0,,172020.0,174192.0,54588.0,21517.0,28727.0,13103.0,8954.0,23721.0,3811.0,2699.0,,X,Z,F,G,H,J,K,M,N,U,None
2022-10-18,82.07,81.29,80.36,79.44,78.6,77.88,77.26,76.67,75.62,74.72,,0.0,-0.7799999999999869,-1.7099999999999937,-2.6299999999999955,-3.469999999999999,-4.189999999999998,-4.809999999999988,-5.3999999999999915,-6.449999999999989,-7.349999999999994,,305889.0,132627.0,71972.0,93584.0,51598.0,41131.0,121275.0,38530.0,43518.0,22498.0,,367498.0,123474.0,57506.0,48434.0,23805.0,11612.0,51545.0,5477.0,6670.0,672.0,,Z,F,G,H,J,K,M,N,U,X,None
2022-10-19,84.52,83.42,82.25,81.17,80.2,79.36,78.63,77.97,76.83,75.88,,0.0,-1.0999999999999943,-2.269999999999996,-3.3499999999999943,-4.319999999999993,-5.159999999999997,-5.890000000000001,-6.549999999999997,-7.689999999999998,-8.64,,306134.0,132324.0,70063.0,94111.0,52623.0,41437.0,120301.0,37554.0,43500.0,22383.0,,357715.0,118793.0,58708.0,55123.0,22226.0,13399.0,51059.0,8238.0,9297.0,1788.0,,Z,F,G,H,J,K,M,N,U,X,None
2022-10-20,84.51,83.3,81.99,80.78,79.71,78.8,78.01,77.32,76.17,75.24,,0.0,-1.210000000000008,-2.5200000000000102,-3.730000000000004,-4.800000000000011,-5.710000000000008,-6.5,-7.190000000000012,-8.340000000000003,-9.27000000000001,,311814.0,133767.0,71609.0,96345.0,54840.0,41357.0,121892.0,37562.0,43560.0,22349.0,,338344.0,98002.0,54768.0,53075.0,25890.0,21037.0,50278.0,7466.0,7373.0,437.0,,Z,F,G,H,J,K,M,N,U,X,None
2022-10-21,85.05,83.95,82.65,81.43,80.32,79.36,78.53,77.8,76.55,,,0.0,-1.0999999999999943,-2.3999999999999915,-3.6199999999999903,-4.730000000000004,-5.689999999999998,-6.519999999999996,-7.25,-8.5,,,312600.0,135539.0,71656.0,92503.0,53338.0,41203.0,121493.0,37076.0,43579.0,,,272803.0,83091.0,45079.0,37371.0,18783.0,13191.0,35176.0,4672.0,7846.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-10-24,84.58,83.59,82.39,81.25,80.21,79.31,78.53,77.83,76.61,,,0.0,-0.9899999999999949,-2.1899999999999977,-3.3299999999999983,-4.3700000000000045,-5.269999999999996,-6.049999999999997,-6.75,-7.969999999999999,,,311792.0,137261.0,72205.0,92726.0,53346.0,41617.0,120540.0,37537.0,44069.0,,,250726.0,58377.0,30992.0,23976.0,10227.0,7545.0,26405.0,2924.0,6084.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-10-25,85.32,84.31,83.15,82.05,81.06,80.2,79.43,78.74,77.54,,,0.0,-1.009999999999991,-2.1699999999999875,-3.269999999999996,-4.259999999999991,-5.11999999999999,-5.889999999999986,-6.579999999999998,-7.779999999999987,,,312726.0,139109.0,71934.0,91590.0,53848.0,41897.0,121157.0,37713.0,44225.0,,,240441.0,77800.0,41679.0,29074.0,14823.0,9016.0,29650.0,3342.0,4223.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-10-26,87.91,86.68,85.34,84.05,82.91,81.91,81.04,80.25,78.92,,,0.0,-1.2299999999999898,-2.569999999999993,-3.8599999999999994,-5.0,-6.0,-6.86999999999999,-7.659999999999997,-8.989999999999995,,,313809.0,138647.0,72016.0,93911.0,53672.0,42536.0,120629.0,38728.0,43908.0,,,287182.0,80025.0,42415.0,32960.0,17929.0,10196.0,30837.0,6264.0,5725.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-10-27,89.08,87.83,86.43,85.06,83.84,82.77,81.84,81.0,79.61,,,0.0,-1.25,-2.6499999999999915,-4.019999999999996,-5.239999999999995,-6.310000000000002,-7.239999999999995,-8.079999999999998,-9.469999999999999,,,311618.0,142884.0,73309.0,96211.0,52294.0,41977.0,124082.0,40060.0,44485.0,,,292556.0,110526.0,49454.0,40886.0,22202.0,14471.0,35828.0,8685.0,8039.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-10-28,87.9,86.61,85.17,83.83,82.62,81.57,80.66,79.85,78.49,,,0.0,-1.2900000000000063,-2.730000000000004,-4.070000000000007,-5.280000000000001,-6.3300000000000125,-7.240000000000009,-8.050000000000011,-9.41000000000001,,,302557.0,150136.0,73313.0,98068.0,51983.0,41656.0,123876.0,40447.0,45116.0,,,263404.0,78707.0,40411.0,29095.0,12974.0,8825.0,24480.0,4812.0,7283.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-10-31,86.53,85.4,84.1,82.88,81.78,80.83,80.0,79.25,77.95,,,0.0,-1.1299999999999955,-2.430000000000007,-3.6500000000000057,-4.75,-5.700000000000003,-6.530000000000001,-7.280000000000001,-8.579999999999998,,,297784.0,152279.0,72913.0,97493.0,51585.0,42415.0,124427.0,40152.0,45731.0,,,285342.0,81402.0,34700.0,26166.0,10519.0,8468.0,27861.0,4753.0,5733.0,,,Z,F,G,H,J,K,M,N,U,None,None
2022-11-01,88.37,87.19,85.82,84.53,83.37,82.34,81.43,80.6,79.17,78.56,,0.0,-1.1800000000000068,-2.5500000000000114,-3.8400000000000034,-5.0,-6.030000000000001,-6.939999999999998,-7.77000000000001,-9.200000000000003,-9.810000000000002,,300576.0,155255.0,71622.0,99844.0,49084.0,42217.0,125360.0,39494.0,45634.0,25410.0,,274321.0,81915.0,45755.0,35724.0,23165.0,15632.0,35919.0,4410.0,4989.0,786.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-02,90.0,88.86,87.53,86.27,85.13,84.11,83.19,82.36,80.94,80.32,,0.0,-1.1400000000000006,-2.469999999999999,-3.730000000000004,-4.8700000000000045,-5.890000000000001,-6.810000000000002,-7.640000000000001,-9.060000000000002,-9.680000000000007,,300426.0,156741.0,71725.0,100030.0,47394.0,42490.0,124327.0,40116.0,45109.0,25442.0,,280961.0,86740.0,52883.0,36676.0,26777.0,16892.0,36341.0,7084.0,5135.0,1059.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-03,88.17,87.18,86.02,84.87,83.84,82.91,82.05,81.25,79.84,79.25,,0.0,-0.9899999999999949,-2.1500000000000057,-3.299999999999997,-4.329999999999998,-5.260000000000005,-6.1200000000000045,-6.920000000000002,-8.329999999999998,-8.920000000000002,,289272.0,157481.0,73831.0,98243.0,47871.0,43014.0,125713.0,40333.0,45007.0,25365.0,,239816.0,80428.0,46002.0,31745.0,19608.0,14719.0,33943.0,5947.0,5796.0,1180.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-04,92.61,91.45,90.12,88.83,87.65,86.54,85.5,84.55,82.85,82.1,,0.0,-1.1599999999999966,-2.489999999999995,-3.780000000000001,-4.959999999999994,-6.069999999999993,-7.109999999999999,-8.060000000000002,-9.760000000000005,-10.510000000000005,,283037.0,166517.0,76851.0,99065.0,50121.0,43064.0,125624.0,39813.0,45382.0,27062.0,,354060.0,104868.0,60489.0,50671.0,28770.0,18070.0,66274.0,15733.0,16657.0,5978.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-07,91.79,90.73,89.54,88.38,87.29,86.26,85.28,84.35,82.66,81.92,,0.0,-1.0600000000000023,-2.25,-3.410000000000011,-4.5,-5.530000000000001,-6.510000000000005,-7.440000000000012,-9.13000000000001,-9.870000000000005,,259985.0,177366.0,79832.0,95929.0,49397.0,42071.0,123800.0,38693.0,45150.0,27112.0,,322419.0,143336.0,61502.0,45686.0,21767.0,20765.0,41590.0,10022.0,6858.0,1458.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-08,88.91,88.0,86.95,85.91,84.93,84.01,83.13,82.31,80.79,80.12,,0.0,-0.9099999999999966,-1.9599999999999937,-3.0,-3.9799999999999898,-4.8999999999999915,-5.780000000000001,-6.599999999999994,-8.11999999999999,-8.789999999999992,,235956.0,188487.0,83071.0,95040.0,50774.0,41595.0,123096.0,38417.0,46208.0,27287.0,,344223.0,162905.0,69572.0,45051.0,25087.0,18702.0,49791.0,9243.0,13387.0,1576.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-09,85.83,85.0,84.0,83.02,82.1,81.24,80.44,79.7,78.34,77.75,,0.0,-0.8299999999999983,-1.8299999999999983,-2.8100000000000023,-3.730000000000004,-4.590000000000003,-5.390000000000001,-6.1299999999999955,-7.489999999999995,-8.079999999999998,,211651.0,205197.0,85220.0,97632.0,52828.0,40902.0,123439.0,40043.0,47158.0,27581.0,,388301.0,200275.0,94309.0,55775.0,32800.0,21154.0,56352.0,13878.0,10819.0,1434.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-10,86.47,85.66,84.69,83.7,82.75,81.86,81.02,80.23,78.78,78.15,,0.0,-0.8100000000000023,-1.7800000000000011,-2.769999999999996,-3.719999999999999,-4.609999999999999,-5.450000000000003,-6.239999999999995,-7.689999999999998,-8.319999999999993,,193688.0,215415.0,88645.0,99561.0,52947.0,41450.0,125729.0,38724.0,46851.0,27566.0,,340007.0,160492.0,66792.0,41069.0,21393.0,18415.0,39735.0,6411.0,6556.0,989.0,,Z,F,G,H,J,K,M,N,U,V,None
2022-11-11,88.96,88.16,87.17,86.14,85.14,84.18,83.25,82.37,80.77,80.06,,0.0,-0.7999999999999972,-1.789999999999992,-2.819999999999993,-3.819999999999993,-4.779999999999987,-5.709999999999994,-6.589999999999989,-8.189999999999998,-8.899999999999991,,178089.0,230355.0,94123.0,104186.0,52746.0,43153.0,127262.0,38339.0,47386.0,27806.0,,301664.0,154790.0,66607.0,43242.0,17615.0,13475.0,33955.0,3988.0,6868.0,2434.0,,Z,F,G,H,J,K,M,N,U,V,None
